Date,Temp_Max,Temp_Min,Rainfall_mm,Soil_Moisture,Mine_Location
2023-09-02,33.9,25.3,5.9,0.385,Nagpur_MOIL
2023-09-03,32.8,25.3,3.6,0.431,Nagpur_MOIL
2023-09-04,34.3,24.9,1.7,0.413,Nagpur_MOIL
2023-09-05,32.8,24.8,19.0,0.424,Nagpur_MOIL
2023-09-06,30.0,24.1,7.2,0.472,Nagpur_MOIL
2023-09-07,30.0,24.2,18.0,0.485,Nagpur_MOIL
2023-09-08,29.7,24.0,13.3,0.506,Nagpur_MOIL
2023-09-09,30.2,24.0,9.9,0.502,Nagpur_MOIL
2023-09-10,29.5,24.1,11.2,0.497,Nagpur_MOIL
2023-09-11,31.9,24.9,0.8,0.481,Nagpur_MOIL
2023-09-12,31.5,24.8,1.5,0.478,Nagpur_MOIL
2023-09-13,30.5,24.8,21.8,0.494,Nagpur_MOIL
2023-09-14,30.4,23.9,40.5,0.507,Nagpur_MOIL
2023-09-15,25.9,24.2,50.5,0.512,Nagpur_MOIL
2023-09-16,30.3,24.1,0.5,0.491,Nagpur_MOIL
2023-09-17,30.8,23.3,0.5,0.472,Nagpur_MOIL
2023-09-18,31.6,22.8,0.0,0.445,Nagpur_MOIL
2023-09-19,32.0,22.7,0.0,0.425,Nagpur_MOIL
2023-09-20,31.6,24.6,5.2,0.428,Nagpur_MOIL
2023-09-21,30.1,23.7,18.0,0.491,Nagpur_MOIL
2023-09-22,29.3,24.2,16.6,0.507,Nagpur_MOIL
2023-09-23,28.3,23.4,39.5,0.508,Nagpur_MOIL
2023-09-24,31.0,23.3,6.9,0.48,Nagpur_MOIL
2023-09-25,31.9,23.4,0.5,0.461,Nagpur_MOIL
2023-09-26,30.8,24.3,2.0,0.456,Nagpur_MOIL
2023-09-27,30.3,23.1,0.5,0.44,Nagpur_MOIL
2023-09-28,32.0,23.7,0.0,0.433,Nagpur_MOIL
2023-09-29,29.6,24.0,17.6,0.467,Nagpur_MOIL
2023-09-30,31.1,23.5,6.5,0.475,Nagpur_MOIL
2023-10-01,32.6,24.1,0.2,0.467,Nagpur_MOIL
2023-10-02,32.3,23.3,4.7,0.467,Nagpur_MOIL
2023-10-03,33.2,23.6,0.0,0.436,Nagpur_MOIL
2023-10-04,33.2,21.4,0.0,0.409,Nagpur_MOIL
2023-10-05,33.6,20.2,0.0,0.389,Nagpur_MOIL
2023-10-06,33.5,20.0,0.0,0.371,Nagpur_MOIL
2023-10-07,33.7,22.5,0.0,0.354,Nagpur_MOIL
2023-10-08,34.5,24.0,0.0,0.337,Nagpur_MOIL
2023-10-09,34.4,22.9,0.0,0.321,Nagpur_MOIL
2023-10-10,34.6,22.5,0.0,0.311,Nagpur_MOIL
2023-10-11,34.5,22.7,0.0,0.303,Nagpur_MOIL
2023-10-12,33.6,21.1,0.0,0.302,Nagpur_MOIL
2023-10-13,34.1,21.7,0.0,0.3,Nagpur_MOIL
2023-10-14,33.7,20.7,0.0,0.297,Nagpur_MOIL
2023-10-15,31.1,22.2,1.0,0.293,Nagpur_MOIL
2023-10-16,32.7,21.6,0.3,0.287,Nagpur_MOIL
2023-10-17,32.9,21.7,0.0,0.288,Nagpur_MOIL
2023-10-18,32.7,22.3,0.0,0.284,Nagpur_MOIL
2023-10-19,31.6,22.7,0.0,0.275,Nagpur_MOIL
2023-10-20,31.8,21.5,0.3,0.27,Nagpur_MOIL
2023-10-21,32.0,20.1,0.0,0.276,Nagpur_MOIL
2023-10-22,32.7,19.2,0.0,0.276,Nagpur_MOIL
2023-10-23,31.3,20.0,0.0,0.284,Nagpur_MOIL
2023-10-24,31.5,19.3,0.0,0.282,Nagpur_MOIL
2023-10-25,31.9,18.5,0.0,0.276,Nagpur_MOIL
2023-10-26,31.9,18.3,0.0,0.268,Nagpur_MOIL
2023-10-27,31.3,17.2,0.0,0.272,Nagpur_MOIL
2023-10-28,31.2,17.7,0.0,0.274,Nagpur_MOIL
2023-10-29,31.2,17.6,0.0,0.274,Nagpur_MOIL
2023-10-30,31.0,18.0,0.0,0.268,Nagpur_MOIL
2023-10-31,31.2,18.4,0.0,0.27,Nagpur_MOIL
2023-11-01,31.3,19.7,0.0,0.273,Nagpur_MOIL
2023-11-02,31.5,19.6,0.1,0.271,Nagpur_MOIL
2023-11-03,32.1,19.4,0.0,0.269,Nagpur_MOIL
2023-11-04,32.9,20.4,0.0,0.264,Nagpur_MOIL
2023-11-05,32.4,19.1,0.0,0.263,Nagpur_MOIL
2023-11-06,32.4,16.8,0.0,0.261,Nagpur_MOIL
2023-11-07,32.3,17.4,0.0,0.259,Nagpur_MOIL
2023-11-08,32.4,17.2,0.0,0.262,Nagpur_MOIL
2023-11-09,32.4,17.7,0.0,0.265,Nagpur_MOIL
2023-11-10,32.5,17.3,0.0,0.262,Nagpur_MOIL
2023-11-11,33.0,18.9,0.0,0.262,Nagpur_MOIL
2023-11-12,32.4,20.4,0.0,0.261,Nagpur_MOIL
2023-11-13,31.5,16.9,0.0,0.26,Nagpur_MOIL
2023-11-14,30.8,17.5,0.0,0.259,Nagpur_MOIL
2023-11-15,30.4,17.5,0.0,0.258,Nagpur_MOIL
2023-11-16,30.2,17.9,0.0,0.256,Nagpur_MOIL
2023-11-17,30.1,17.7,0.0,0.256,Nagpur_MOIL
2023-11-18,30.6,17.4,0.0,0.256,Nagpur_MOIL
2023-11-19,31.7,17.7,0.0,0.255,Nagpur_MOIL
2023-11-20,31.2,18.2,0.0,0.255,Nagpur_MOIL
2023-11-21,30.9,19.0,0.0,0.254,Nagpur_MOIL
2023-11-22,31.2,18.4,0.0,0.254,Nagpur_MOIL
2023-11-23,31.2,17.6,0.0,0.254,Nagpur_MOIL
2023-11-24,31.0,19.0,0.0,0.253,Nagpur_MOIL
2023-11-25,30.7,18.3,0.0,0.253,Nagpur_MOIL
2023-11-26,30.7,18.1,0.0,0.253,Nagpur_MOIL
2023-11-27,24.7,19.2,1.5,0.26,Nagpur_MOIL
2023-11-28,26.4,18.4,2.4,0.315,Nagpur_MOIL
2023-11-29,26.5,17.0,14.1,0.416,Nagpur_MOIL
2023-11-30,29.0,19.3,1.8,0.414,Nagpur_MOIL
2023-12-01,28.9,20.7,0.0,0.375,Nagpur_MOIL
2023-12-02,30.0,19.9,0.0,0.36,Nagpur_MOIL
2023-12-03,30.2,20.0,0.0,0.345,Nagpur_MOIL
2023-12-04,30.2,19.8,0.0,0.331,Nagpur_MOIL
2023-12-05,28.0,20.9,1.3,0.326,Nagpur_MOIL
2023-12-06,24.5,20.2,3.3,0.336,Nagpur_MOIL
2023-12-07,25.2,19.2,1.3,0.358,Nagpur_MOIL
2023-12-08,26.2,16.8,0.3,0.346,Nagpur_MOIL
2023-12-09,27.2,16.4,0.0,0.337,Nagpur_MOIL
2023-12-10,26.3,14.3,0.0,0.328,Nagpur_MOIL
2023-12-11,26.7,13.7,0.0,0.317,Nagpur_MOIL
2023-12-12,27.2,14.2,0.0,0.308,Nagpur_MOIL
2023-12-13,27.2,15.1,0.0,0.301,Nagpur_MOIL
2023-12-14,27.0,14.6,0.0,0.296,Nagpur_MOIL
2023-12-15,26.6,14.1,0.0,0.29,Nagpur_MOIL
2023-12-16,26.6,13.4,0.0,0.288,Nagpur_MOIL
2023-12-17,25.8,13.5,0.0,0.288,Nagpur_MOIL
2023-12-18,24.9,14.6,0.0,0.286,Nagpur_MOIL
2023-12-19,24.4,13.2,0.0,0.28,Nagpur_MOIL
2023-12-20,24.9,12.1,0.0,0.272,Nagpur_MOIL
2023-12-21,25.9,11.8,0.0,0.272,Nagpur_MOIL
2023-12-22,26.9,11.7,0.0,0.271,Nagpur_MOIL
2023-12-23,28.2,14.0,0.0,0.267,Nagpur_MOIL
2023-12-24,28.6,12.6,0.0,0.266,Nagpur_MOIL
2023-12-25,28.7,14.1,0.0,0.268,Nagpur_MOIL
2023-12-26,29.0,14.3,0.0,0.271,Nagpur_MOIL
2023-12-27,28.4,14.4,0.0,0.274,Nagpur_MOIL
2023-12-28,28.2,14.7,0.0,0.276,Nagpur_MOIL
2023-12-29,28.2,15.0,0.0,0.276,Nagpur_MOIL
2023-12-30,28.0,13.8,0.0,0.277,Nagpur_MOIL
2023-12-31,28.2,14.6,0.0,0.279,Nagpur_MOIL
2024-01-01,28.4,14.6,0.0,0.283,Nagpur_MOIL
2024-01-02,28.6,14.2,0.0,0.287,Nagpur_MOIL
2024-01-03,28.2,14.6,1.9,0.298,Nagpur_MOIL
2024-01-04,27.7,16.0,0.0,0.301,Nagpur_MOIL
2024-01-05,27.9,16.5,0.0,0.298,Nagpur_MOIL
2024-01-06,26.4,17.6,3.3,0.311,Nagpur_MOIL
2024-01-07,28.2,16.6,0.0,0.301,Nagpur_MOIL
2024-01-08,28.1,16.7,0.0,0.299,Nagpur_MOIL
2024-01-09,29.6,16.3,0.0,0.293,Nagpur_MOIL
2024-01-10,28.2,19.3,0.4,0.297,Nagpur_MOIL
2024-01-11,28.5,17.0,0.0,0.299,Nagpur_MOIL
2024-01-12,29.5,17.4,0.0,0.291,Nagpur_MOIL
2024-01-13,29.9,17.9,0.0,0.285,Nagpur_MOIL
2024-01-14,29.8,17.6,0.0,0.283,Nagpur_MOIL
2024-01-15,28.0,16.8,0.0,0.277,Nagpur_MOIL
2024-01-16,28.2,15.0,0.0,0.265,Nagpur_MOIL
2024-01-17,29.0,15.8,0.5,0.261,Nagpur_MOIL
2024-01-18,27.1,17.7,0.3,0.257,Nagpur_MOIL
2024-01-19,27.5,16.1,0.0,0.257,Nagpur_MOIL
2024-01-20,28.0,17.6,0.6,0.26,Nagpur_MOIL
2024-01-21,27.4,16.6,1.1,0.268,Nagpur_MOIL
2024-01-22,27.6,14.7,0.0,0.28,Nagpur_MOIL
2024-01-23,27.9,18.2,4.0,0.324,Nagpur_MOIL
2024-01-24,25.9,14.6,0.0,0.305,Nagpur_MOIL
2024-01-25,24.7,11.8,0.0,0.299,Nagpur_MOIL
2024-01-26,25.8,10.7,0.0,0.293,Nagpur_MOIL
2024-01-27,26.8,11.7,0.0,0.289,Nagpur_MOIL
2024-01-28,28.1,10.9,0.0,0.29,Nagpur_MOIL
2024-01-29,29.1,12.6,0.0,0.289,Nagpur_MOIL
2024-01-30,28.5,15.4,0.0,0.287,Nagpur_MOIL
2024-01-31,28.9,14.1,0.0,0.287,Nagpur_MOIL
2024-02-01,29.6,16.9,0.0,0.288,Nagpur_MOIL
2024-02-02,29.3,16.9,0.0,0.287,Nagpur_MOIL
2024-02-03,28.7,15.8,0.0,0.288,Nagpur_MOIL
2024-02-04,30.3,15.5,0.0,0.29,Nagpur_MOIL
2024-02-05,32.8,16.6,0.0,0.292,Nagpur_MOIL
2024-02-06,32.9,17.7,0.0,0.285,Nagpur_MOIL
2024-02-07,30.1,18.0,0.0,0.28,Nagpur_MOIL
2024-02-08,28.1,17.7,0.0,0.276,Nagpur_MOIL
2024-02-09,28.1,14.6,0.0,0.271,Nagpur_MOIL
2024-02-10,28.1,15.1,1.7,0.273,Nagpur_MOIL
2024-02-11,28.6,17.3,2.3,0.391,Nagpur_MOIL
2024-02-12,29.2,17.7,0.4,0.407,Nagpur_MOIL
2024-02-13,30.7,17.4,0.0,0.398,Nagpur_MOIL
2024-02-14,30.8,18.1,0.0,0.38,Nagpur_MOIL
2024-02-15,28.7,18.6,0.0,0.36,Nagpur_MOIL
2024-02-16,30.7,18.0,0.1,0.354,Nagpur_MOIL
2024-02-17,31.3,18.3,0.0,0.345,Nagpur_MOIL
2024-02-18,31.7,17.6,0.0,0.336,Nagpur_MOIL
2024-02-19,33.2,17.4,0.0,0.331,Nagpur_MOIL
2024-02-20,33.3,19.3,0.0,0.32,Nagpur_MOIL
2024-02-21,33.0,17.1,0.0,0.31,Nagpur_MOIL
2024-02-22,30.2,20.1,0.0,0.296,Nagpur_MOIL
2024-02-23,29.7,16.5,0.0,0.283,Nagpur_MOIL
2024-02-24,30.9,16.8,0.0,0.278,Nagpur_MOIL
2024-02-25,31.5,17.2,0.0,0.271,Nagpur_MOIL
2024-02-26,28.4,20.2,4.0,0.285,Nagpur_MOIL
2024-02-27,31.4,19.6,9.0,0.332,Nagpur_MOIL
2024-02-28,31.3,19.4,0.0,0.341,Nagpur_MOIL
2024-02-29,33.6,18.0,0.0,0.331,Nagpur_MOIL
2024-03-01,34.8,18.6,0.0,0.31,Nagpur_MOIL
2024-03-02,32.4,22.1,0.3,0.301,Nagpur_MOIL
2024-03-03,33.6,21.3,0.0,0.299,Nagpur_MOIL
2024-03-04,31.8,21.2,0.0,0.287,Nagpur_MOIL
2024-03-05,33.9,18.2,0.0,0.277,Nagpur_MOIL
2024-03-06,34.2,19.8,0.0,0.271,Nagpur_MOIL
2024-03-07,34.4,19.3,0.0,0.27,Nagpur_MOIL
2024-03-08,34.2,18.8,0.0,0.267,Nagpur_MOIL
2024-03-09,34.9,19.5,0.0,0.26,Nagpur_MOIL
2024-03-10,36.2,20.5,0.0,0.257,Nagpur_MOIL
2024-03-11,36.9,21.9,0.0,0.256,Nagpur_MOIL
2024-03-12,37.0,21.0,0.0,0.257,Nagpur_MOIL
2024-03-13,36.8,22.1,0.0,0.256,Nagpur_MOIL
2024-03-14,36.0,20.5,0.0,0.255,Nagpur_MOIL
2024-03-15,36.0,20.5,0.0,0.254,Nagpur_MOIL
2024-03-16,36.3,23.2,1.1,0.253,Nagpur_MOIL
2024-03-17,33.0,21.4,2.8,0.262,Nagpur_MOIL
2024-03-18,34.0,22.6,0.5,0.282,Nagpur_MOIL
2024-03-19,29.4,20.6,4.3,0.378,Nagpur_MOIL
2024-03-20,30.5,17.8,3.1,0.417,Nagpur_MOIL
2024-03-21,32.8,16.0,0.0,0.383,Nagpur_MOIL
2024-03-22,35.1,19.4,0.0,0.351,Nagpur_MOIL
2024-03-23,37.0,18.9,0.0,0.325,Nagpur_MOIL
2024-03-24,37.9,19.9,0.0,0.303,Nagpur_MOIL
2024-03-25,38.1,21.8,0.0,0.292,Nagpur_MOIL
2024-03-26,38.4,22.5,0.0,0.285,Nagpur_MOIL
2024-03-27,38.3,23.6,0.0,0.278,Nagpur_MOIL
2024-03-28,39.9,24.0,0.0,0.274,Nagpur_MOIL
2024-03-29,40.1,25.2,0.0,0.269,Nagpur_MOIL
2024-03-30,39.1,26.2,0.1,0.269,Nagpur_MOIL
2024-03-31,38.6,25.5,0.0,0.266,Nagpur_MOIL
2024-04-01,40.3,23.7,0.0,0.267,Nagpur_MOIL
2024-04-02,40.4,25.8,0.0,0.261,Nagpur_MOIL
2024-04-03,40.2,25.0,0.0,0.258,Nagpur_MOIL
2024-04-04,41.4,25.8,0.0,0.256,Nagpur_MOIL
2024-04-05,40.1,24.7,0.0,0.256,Nagpur_MOIL
2024-04-06,40.2,27.8,0.0,0.256,Nagpur_MOIL
2024-04-07,36.4,25.0,0.7,0.256,Nagpur_MOIL
2024-04-08,35.6,22.6,0.9,0.272,Nagpur_MOIL
2024-04-09,34.8,23.0,11.1,0.292,Nagpur_MOIL
2024-04-10,35.9,21.4,0.4,0.314,Nagpur_MOIL
2024-04-11,32.8,20.5,1.1,0.361,Nagpur_MOIL
2024-04-12,31.8,22.3,2.8,0.381,Nagpur_MOIL
2024-04-13,32.4,21.8,6.3,0.4,Nagpur_MOIL
2024-04-14,35.8,23.2,0.0,0.351,Nagpur_MOIL
2024-04-15,38.4,24.1,0.4,0.33,Nagpur_MOIL
2024-04-16,38.9,24.4,0.0,0.312,Nagpur_MOIL
2024-04-17,40.1,24.7,0.0,0.301,Nagpur_MOIL
2024-04-18,40.9,24.1,0.0,0.287,Nagpur_MOIL
2024-04-19,42.0,24.7,0.0,0.278,Nagpur_MOIL
2024-04-20,41.3,27.3,0.0,0.269,Nagpur_MOIL
2024-04-21,40.4,28.3,0.0,0.27,Nagpur_MOIL
2024-04-22,38.7,25.6,0.4,0.272,Nagpur_MOIL
2024-04-23,36.7,25.1,1.1,0.285,Nagpur_MOIL
2024-04-24,39.2,24.9,0.4,0.283,Nagpur_MOIL
2024-04-25,38.3,25.1,0.0,0.278,Nagpur_MOIL
2024-04-26,41.9,24.8,0.0,0.269,Nagpur_MOIL
2024-04-27,41.1,26.2,0.1,0.267,Nagpur_MOIL
2024-04-28,40.2,27.5,0.6,0.271,Nagpur_MOIL
2024-04-29,39.2,26.8,0.3,0.276,Nagpur_MOIL
2024-04-30,42.1,27.0,0.0,0.268,Nagpur_MOIL
2024-05-01,41.6,28.5,0.0,0.255,Nagpur_MOIL
2024-05-02,39.9,25.5,0.0,0.256,Nagpur_MOIL
2024-05-03,40.9,23.4,0.0,0.253,Nagpur_MOIL
2024-05-04,42.1,23.7,0.0,0.244,Nagpur_MOIL
2024-05-05,42.7,26.2,0.0,0.236,Nagpur_MOIL
2024-05-06,41.5,30.3,0.0,0.232,Nagpur_MOIL
2024-05-07,40.3,24.7,1.5,0.239,Nagpur_MOIL
2024-05-08,39.0,24.7,0.0,0.246,Nagpur_MOIL
2024-05-09,37.4,27.0,0.1,0.255,Nagpur_MOIL
2024-05-10,40.5,26.3,7.4,0.287,Nagpur_MOIL
2024-05-11,41.4,27.4,0.0,0.285,Nagpur_MOIL
2024-05-12,39.4,27.7,2.2,0.285,Nagpur_MOIL
2024-05-13,37.5,26.5,0.3,0.291,Nagpur_MOIL
2024-05-14,39.7,26.4,0.6,0.285,Nagpur_MOIL
2024-05-15,38.6,26.0,0.0,0.278,Nagpur_MOIL
2024-05-16,35.3,26.8,1.2,0.279,Nagpur_MOIL
2024-05-17,34.9,26.4,7.0,0.326,Nagpur_MOIL
2024-05-18,39.7,26.0,0.0,0.279,Nagpur_MOIL
2024-05-19,40.2,26.4,14.2,0.286,Nagpur_MOIL
2024-05-20,40.9,27.4,10.5,0.283,Nagpur_MOIL
2024-05-21,42.7,29.8,0.5,0.255,Nagpur_MOIL
2024-05-22,41.9,26.9,1.3,0.261,Nagpur_MOIL
2024-05-23,42.1,28.3,0.9,0.272,Nagpur_MOIL
2024-05-24,43.7,27.6,0.0,0.271,Nagpur_MOIL
2024-05-25,41.7,28.2,0.2,0.27,Nagpur_MOIL
2024-05-26,44.9,29.6,0.0,0.261,Nagpur_MOIL
2024-05-27,45.5,32.2,0.0,0.261,Nagpur_MOIL
2024-05-28,44.6,31.8,0.0,0.261,Nagpur_MOIL
2024-05-29,44.0,30.4,0.0,0.26,Nagpur_MOIL
2024-05-30,44.1,30.6,0.0,0.264,Nagpur_MOIL
2024-05-31,44.5,31.6,0.0,0.26,Nagpur_MOIL
2024-06-01,44.0,32.1,0.0,0.257,Nagpur_MOIL
2024-06-02,42.8,29.4,3.2,0.262,Nagpur_MOIL
2024-06-03,39.6,26.8,1.6,0.269,Nagpur_MOIL
2024-06-04,40.9,27.4,1.2,0.285,Nagpur_MOIL
2024-06-05,40.4,26.4,1.9,0.285,Nagpur_MOIL
2024-06-06,41.4,28.3,0.2,0.271,Nagpur_MOIL
2024-06-07,39.4,26.9,0.3,0.278,Nagpur_MOIL
2024-06-08,40.0,26.4,3.8,0.271,Nagpur_MOIL
2024-06-09,38.9,26.5,0.4,0.268,Nagpur_MOIL
2024-06-10,39.2,27.0,1.7,0.26,Nagpur_MOIL
2024-06-11,40.5,26.5,1.1,0.256,Nagpur_MOIL
2024-06-12,37.4,25.9,2.3,0.272,Nagpur_MOIL
2024-06-13,39.7,28.0,4.2,0.272,Nagpur_MOIL
2024-06-14,39.7,27.7,0.3,0.292,Nagpur_MOIL
2024-06-15,39.2,27.1,0.1,0.354,Nagpur_MOIL
2024-06-16,37.4,26.9,7.0,0.418,Nagpur_MOIL
2024-06-17,37.4,27.5,0.0,0.382,Nagpur_MOIL
2024-06-18,37.1,27.0,6.3,0.375,Nagpur_MOIL
2024-06-19,36.6,26.5,6.5,0.371,Nagpur_MOIL
2024-06-20,36.5,25.5,12.1,0.393,Nagpur_MOIL
2024-06-21,33.3,25.5,18.0,0.451,Nagpur_MOIL
2024-06-22,31.0,25.0,16.6,0.483,Nagpur_MOIL
2024-06-23,31.8,24.2,22.8,0.497,Nagpur_MOIL
2024-06-24,32.5,24.6,4.7,0.49,Nagpur_MOIL
2024-06-25,34.5,25.0,1.1,0.45,Nagpur_MOIL
2024-06-26,35.0,26.4,1.2,0.409,Nagpur_MOIL
2024-06-27,33.6,25.3,24.9,0.434,Nagpur_MOIL
2024-06-28,31.9,25.0,24.8,0.491,Nagpur_MOIL
2024-06-29,30.8,25.4,2.7,0.478,Nagpur_MOIL
2024-06-30,31.6,25.7,7.1,0.488,Nagpur_MOIL
2024-07-01,29.8,24.6,5.8,0.484,Nagpur_MOIL
2024-07-02,31.1,25.0,23.7,0.503,Nagpur_MOIL
2024-07-03,31.2,25.0,0.2,0.477,Nagpur_MOIL
2024-07-04,31.5,24.9,11.2,0.496,Nagpur_MOIL
2024-07-05,31.7,24.6,8.7,0.496,Nagpur_MOIL
2024-07-06,32.9,24.8,5.5,0.488,Nagpur_MOIL
2024-07-07,30.0,24.7,12.8,0.502,Nagpur_MOIL
2024-07-08,31.8,24.7,16.6,0.497,Nagpur_MOIL
2024-07-09,32.1,24.4,12.9,0.502,Nagpur_MOIL
2024-07-10,31.3,23.9,12.4,0.499,Nagpur_MOIL
2024-07-11,30.7,24.9,2.4,0.495,Nagpur_MOIL
2024-07-12,31.7,24.7,12.0,0.487,Nagpur_MOIL
2024-07-13,32.0,25.1,16.3,0.491,Nagpur_MOIL
2024-07-14,31.4,24.5,19.7,0.509,Nagpur_MOIL
2024-07-15,31.0,24.4,16.4,0.501,Nagpur_MOIL
2024-07-16,30.8,24.6,27.1,0.503,Nagpur_MOIL
2024-07-17,31.5,25.0,29.4,0.506,Nagpur_MOIL
2024-07-18,31.1,24.7,4.9,0.496,Nagpur_MOIL
2024-07-19,31.6,24.7,25.0,0.502,Nagpur_MOIL
2024-07-20,30.3,25.1,69.1,0.51,Nagpur_MOIL
2024-07-21,30.9,24.9,80.2,0.503,Nagpur_MOIL
2024-07-22,27.9,25.0,52.4,0.513,Nagpur_MOIL
2024-07-23,28.5,24.2,28.7,0.503,Nagpur_MOIL
2024-07-24,28.2,24.2,22.0,0.507,Nagpur_MOIL
2024-07-25,31.2,24.4,6.7,0.494,Nagpur_MOIL
2024-07-26,28.6,24.7,7.5,0.502,Nagpur_MOIL
2024-07-27,27.9,24.4,24.6,0.51,Nagpur_MOIL
2024-07-28,28.2,24.1,22.3,0.51,Nagpur_MOIL
2024-07-29,30.4,23.5,11.8,0.498,Nagpur_MOIL
2024-07-30,30.7,24.4,14.5,0.488,Nagpur_MOIL
2024-07-31,30.4,25.0,10.7,0.49,Nagpur_MOIL
2024-08-01,28.1,24.5,38.2,0.513,Nagpur_MOIL
2024-08-02,26.1,24.2,19.7,0.514,Nagpur_MOIL
2024-08-03,27.6,24.1,12.6,0.513,Nagpur_MOIL
2024-08-04,27.3,23.8,42.7,0.506,Nagpur_MOIL
2024-08-05,30.2,23.6,5.8,0.496,Nagpur_MOIL
2024-08-06,31.4,24.4,3.2,0.489,Nagpur_MOIL
2024-08-07,28.0,23.8,10.0,0.499,Nagpur_MOIL
2024-08-08,27.9,23.9,16.8,0.503,Nagpur_MOIL
2024-08-09,29.4,22.7,0.9,0.493,Nagpur_MOIL
2024-08-10,30.2,23.6,9.4,0.501,Nagpur_MOIL
2024-08-11,29.7,23.7,14.7,0.498,Nagpur_MOIL
2024-08-12,30.6,23.8,0.8,0.486,Nagpur_MOIL
2024-08-13,30.8,24.1,2.6,0.485,Nagpur_MOIL
2024-08-14,30.7,25.2,21.4,0.5,Nagpur_MOIL
2024-08-15,29.6,25.0,33.1,0.508,Nagpur_MOIL
2024-08-16,29.3,24.7,8.1,0.505,Nagpur_MOIL
2024-08-17,30.0,24.9,1.3,0.488,Nagpur_MOIL
2024-08-18,30.3,25.1,8.6,0.484,Nagpur_MOIL
2024-08-19,31.5,24.1,10.2,0.493,Nagpur_MOIL
2024-08-20,30.7,23.9,4.7,0.491,Nagpur_MOIL
2024-08-21,30.9,24.5,8.9,0.483,Nagpur_MOIL
2024-08-22,30.7,25.1,21.6,0.479,Nagpur_MOIL
2024-08-23,30.1,24.1,10.6,0.501,Nagpur_MOIL
2024-08-24,27.7,23.8,15.2,0.507,Nagpur_MOIL
2024-08-25,25.6,23.4,24.3,0.507,Nagpur_MOIL
2024-08-26,29.6,23.5,0.4,0.489,Nagpur_MOIL
2024-08-27,31.1,23.7,0.9,0.471,Nagpur_MOIL
2024-08-28,31.5,23.9,0.5,0.449,Nagpur_MOIL
2024-08-29,30.3,24.1,8.1,0.473,Nagpur_MOIL
2024-08-30,29.7,24.1,16.3,0.496,Nagpur_MOIL
2024-08-31,30.1,23.6,27.3,0.499,Nagpur_MOIL
2024-09-01,31.5,23.3,33.4,0.498,Nagpur_MOIL
2024-09-02,29.5,24.9,11.4,0.501,Nagpur_MOIL
2024-09-03,30.8,24.3,2.3,0.49,Nagpur_MOIL
2024-09-04,30.6,24.0,3.2,0.48,Nagpur_MOIL
2024-09-05,30.2,24.0,11.0,0.486,Nagpur_MOIL
2024-09-06,31.0,24.1,7.8,0.472,Nagpur_MOIL
2024-09-07,31.1,24.1,6.6,0.487,Nagpur_MOIL
2024-09-08,30.9,24.4,9.0,0.491,Nagpur_MOIL
2024-09-09,31.1,24.5,19.1,0.497,Nagpur_MOIL
2024-09-10,26.0,24.8,58.0,0.511,Nagpur_MOIL
2024-09-11,30.8,24.8,3.2,0.496,Nagpur_MOIL
2024-09-12,30.8,24.7,1.2,0.48,Nagpur_MOIL
2024-09-13,30.5,23.9,7.9,0.476,Nagpur_MOIL
2024-09-14,30.5,23.3,0.0,0.454,Nagpur_MOIL
2024-09-15,30.3,22.5,0.5,0.426,Nagpur_MOIL
2024-09-16,30.6,23.0,0.2,0.407,Nagpur_MOIL
2024-09-17,30.8,25.2,0.1,0.396,Nagpur_MOIL
2024-09-18,31.3,23.9,0.4,0.39,Nagpur_MOIL
2024-09-19,31.5,22.4,1.5,0.381,Nagpur_MOIL
2024-09-20,32.3,23.6,0.6,0.37,Nagpur_MOIL
2024-09-21,32.0,24.5,5.5,0.378,Nagpur_MOIL
2024-09-22,31.2,23.5,5.9,0.364,Nagpur_MOIL
2024-09-23,31.5,24.3,7.2,0.37,Nagpur_MOIL
2024-09-24,30.3,24.5,16.2,0.425,Nagpur_MOIL
2024-09-25,29.9,23.7,24.0,0.486,Nagpur_MOIL
2024-09-26,29.3,23.6,49.3,0.501,Nagpur_MOIL
2024-09-27,28.6,24.3,18.7,0.502,Nagpur_MOIL
2024-09-28,30.2,24.2,0.8,0.479,Nagpur_MOIL
2024-09-29,31.6,23.9,2.9,0.466,Nagpur_MOIL
2024-09-30,32.1,23.7,0.4,0.438,Nagpur_MOIL
2024-10-01,32.8,24.0,0.1,0.416,Nagpur_MOIL
2024-10-02,34.0,24.5,0.0,0.398,Nagpur_MOIL
2024-10-03,34.4,24.6,0.0,0.387,Nagpur_MOIL
2024-10-04,33.4,24.3,0.0,0.371,Nagpur_MOIL
2024-10-05,33.2,22.7,19.3,0.391,Nagpur_MOIL
2024-10-06,32.8,23.2,1.7,0.379,Nagpur_MOIL
2024-10-07,32.2,22.6,0.0,0.33,Nagpur_MOIL
2024-10-08,31.9,23.5,0.5,0.329,Nagpur_MOIL
2024-10-09,30.9,23.1,5.4,0.348,Nagpur_MOIL
2024-10-10,31.7,22.2,0.2,0.344,Nagpur_MOIL
2024-10-11,31.3,23.4,4.1,0.341,Nagpur_MOIL
2024-10-12,29.4,22.4,7.1,0.432,Nagpur_MOIL
2024-10-13,31.1,23.1,13.5,0.45,Nagpur_MOIL
2024-10-14,31.8,23.1,0.1,0.409,Nagpur_MOIL
2024-10-15,31.9,23.3,0.3,0.383,Nagpur_MOIL
